catalog_name	family	copy	LG
74511	08	x1	0
74512	01	x1	37
74512	08	x1	9
7451	08	x1	7
74600	01	x1	0
74600	09	x1	0
7461	09	x1	0
74726	01	x1	10
74730	01	x1	9
74730	09	x1	34
74763	01	x1	22
74763	01	x2	11
74763	08	x1	22
74763	09	x1	11
74763	09	x2	22
74896	09	x1	0
74902	01	x1	0
74902	09	x1	0
74924	09	x1	0
75008	01	x1	28
75008	08	x1	10
75008	09	x1	28
7512	08	x1	11
7512	09	x1	11
75277	08	x1	11
75277	09	x1	11
75286	08	x1	33
75300	08	x1	12
75305	01	x1	0
75305	09	x1	0
75337	09	x1	0
75368	01	x1	0
75513	09	x1	7
75514	08	x1	18
75551	08	x1	0
7556	01	x1	0
7556	09	x1	0
75648	01	x1	0
75648	09	x1	0
75661	08	x1	27
75696	01	x1	27
75696	09	x1	0
75717	09	x1	10
75744	01	x1	28
75776	09	x1	31
75830	08	x1	34
75832	01	x1	12
75832	09	x1	27
75877	08	x1	11
7588	01	x1	0
75924	01	x1	0
75941	08	x1	3
75941	09	x1	0
75981	01	x1	12
75981	08	x1	12
75981	08	x2	27
76028	01	x1	0
76135	09	x1	1
7615	01	x1	18
7615	09	x1	0
76174	01	x1	0
76244	01	x1	0
76264	08	x1	9
76405	01	x1	0
76405	09	x1	0
76435	01	x1	23
76438	01	x1	11
76438	08	x1	11
76438	09	x1	11
76465	01	x1	6
76516	01	x1	19
76516	09	x1	1
76594	09	x1	10
76777	09	x1	0
76789	01	x1	0
76821	01	x1	37
76821	08	x2	37
76821	09	x1	37
7689	08	x1	11
7689	09	x1	11
7689	09	x2	0
76928	01	x1	37
7692	08	x1	7
7692	09	x1	3
7692	09	x2	7
77000	08	x1	9
77026	08	x1	32
7704	01	x1	0
7704	09	x1	0
77068	01	x1	10
77094	09	x1	13
77111	01	x1	0
7712	01	x1	37
7712	08	x1	37
7712	08	x2	9
7719	08	x1	7
7719	09	x1	7
77239	01	x1	0
77239	09	x1	0
7727	09	x1	22
7732	09	x1	17
77342	08	x1	11
7737	08	x1	35
77388	01	x1	0
77388	08	x1	17
77454	09	x1	11
77515	08	x1	6
77515	09	x1	0
77534	08	x1	2
77534	08	x2	11
77534	09	x1	11
77534	09	x2	0
77655	08	x1	36
77655	09	x1	7
7765	01	x1	27
7765	09	x1	27
7770	08	x1	8
7770	09	x1	8
77726	01	x1	0
77762	01	x1	0
77762	09	x1	0
77797	08	x1	28
77797	09	x1	28
77802	01	x1	0
77874	08	x1	2
77894	08	x1	11
77894	09	x1	11
77916	01	x1	0
77973	09	x1	0
78053	01	x1	27
78077	01	x1	0
78102	01	x1	2
78102	08	x1	2
78292	08	x1	35
7829	01	x1	0
78339	01	x1	7
78341	01	x1	23
78373	01	x1	27
78381	01	x1	0
78381	09	x1	0
78616	09	x1	7
78632	01	x1	2
78664	08	x1	17
78723	09	x1	0
7879	01	x1	0
78847	01	x1	15
78852	08	x1	1
78976	09	x1	28
79007	01	x1	0
79007	09	x1	0
79010	09	x1	22
79071	01	x1	12
79071	08	x1	27
7907	01	x1	0
7912	01	x1	0
79143	08	x1	2
79151	09	x1	0
79170	01	x1	0
79170	09	x1	0
79231	08	x1	28
7942	08	x1	11
7942	09	x1	0
7969	09	x1	0
7986	08	x1	22
8005	09	x1	0
8016	08	x1	28
80730	01	x1	25
808	01	x1	0
808	08	x1	0
808	09	x1	0
8105	08	x1	28
8105	09	x1	28
81516	08	x1	0
81568	01	x1	0
8166	08	x1	36
8166	09	x1	0
8185	08	x1	6
8185	09	x1	6
81943	08	x1	8
81967	01	x1	0
8213	01	x1	0
8247	09	x1	32
82627	09	x1	0
83289	01	x1	27
841	08	x1	3
84501	01	x1	0
84501	09	x1	0
8451	09	x1	11
8480	08	x1	9
8503	09	x1	23
8508	08	x1	7
8516	09	x1	0
8523	09	x1	0
86041	09	x1	0
86139	09	x1	9
86272	09	x1	0
86521	08	x1	11
87053	08	x1	6
8711	09	x1	0
8721	01	x1	11
8721	08	x1	22
8721	09	x1	0
8723	08	x1	11
8728	01	x1	7
8728	09	x1	0
87296	01	x1	0
87296	01	x2	0
8729	01	x1	2
8729	08	x1	2
8729	09	x1	0
8729	09	x2	11
8738	01	x1	0
8751	01	x1	8
8751	09	x1	8
8753	01	x1	11
8753	09	x1	22
8779	08	x1	22
8785	01	x1	28
8786	01	x1	28
88452	08	x1	8
8845	08	x1	4
8845	09	x1	4
8859	01	x1	6
8859	09	x1	35
8882	01	x1	35
8882	08	x1	35
891	01	x1	0
891	09	x1	0
8966	01	x1	9
8966	01	x2	37
8966	08	x1	37
8966	09	x1	9
8966	09	x2	0
8967	01	x1	12
8967	09	x1	12
8967	09	x2	27
9026	01	x1	0
9026	09	x1	0
9064	01	x1	12
9064	08	x1	27
9064	09	x1	27
9096	01	x1	0
9125	01	x1	0
9226	08	x1	28
9226	09	x1	28
9232	01	x1	7
9232	08	x1	7
9232	08	x2	3
92595	09	x1	0
9270	09	x1	0
9279	01	x1	11
9368	01	x1	0
9429	08	x1	0
9465	08	x1	3
9465	09	x1	7
9465	09	x2	0
9475	01	x1	0
9477	09	x1	11
949	08	x1	0
949	09	x1	0
9509	01	x1	37
9509	08	x1	37
9509	09	x1	9
9577	01	x1	11
9577	08	x1	22
9577	09	x1	22
9577	09	x2	11
958	01	x1	0
958	09	x1	0
9617	01	x1	6
9617	08	x1	6
9622	01	x1	0
9624	01	x1	37
9624	08	x1	37
9624	09	x1	0
9650	01	x1	33
9650	08	x1	20
9650	09	x1	20
9650	09	x2	33
9743	01	x1	22
9764	01	x1	25
9764	08	x1	25
9786	08	x1	35
9786	09	x1	0
9789	09	x1	3
9819	01	x1	0
9821	01	x1	0
9837	09	x1	2
9854	01	x1	9
9854	08	x1	37
9910	09	x1	7
9917	01	x1	0
9917	08	x1	11
9921	08	x1	19
9921	09	x1	19
9926	01	x1	0
9952	08	x1	7
