LG	locus	cm
6	15012_x1	73.375
6	54407_x1	73.879
6	10366_x1	74.392
6	59226_x1	74.816
6	1051_x1	76.697
6	56008_x1	76.805
6	61727_x1	76.805
6	59239_x1	76.805
6	65002_x1	77.379
6	64238_x1	84.59
6	68918_x1	84.891
6	49265_x1	85.183
6	46808_x1	85.469
6	67434_x1	85.756
6	54425_x1	86.047
6	66199_x1	86.373
6	7387_x1	87.792
6	52564_x1	88.435
6	7100_x1	88.576
6	72795_x1	88.682
6	2148_x1	88.865
6	65210_x1	89.006
6	57280_x1	89.006
6	55742_x1	89.006
6	52641_x1	89.131
6	41056_x1	89.369
6	55783_x1	89.649
6	40321_x1	97.158
6	49377_x1	97.158
6	30670_x1	97.158
6	70914_x1	97.158
6	39900_x1	97.158
6	69089_x1	97.158
6	20759_x1	97.158
6	45528_x1	97.158
6	3544_x1	97.266
6	67388_x1	97.414
6	50445_x1	97.602
7	21967_x1	0
7	7977_x1	0
7	65557_x1	0
7	Oke_u217-172_x1	0
7	30610_x1	0
7	51029_x1	0
7	4050_x1	0
7	57459_x1	0
7	20392_x1	1.101
7	71059_x1	1.101
7	15312_x1	1.101
7	73515_x1	3.415
7	64697_x1	3.415
7	3915_x1	3.987
7	70434_x1	12.643
7	50042_x1	12.643
7	65596_x1	12.643
7	45383_x1	12.643
7	57181_x1	12.643
7	8305_x1	13.109
7	56384_x1	13.922
7	3870_x1	13.922
7	63568_x1	13.922
7	1356_x1	13.922
7	68383_x1	13.922
7	16217_x1	13.922
7	18147_x1	14.096
7	10880_x1	14.297
7	10278_x1	14.399
7	49243_x1	14.627
7	26_x1	16.304
7	81388_x1	16.532
7	57541_x1	16.853
7	42304_x1	17.176
7	58510_x1	17.478
7	2160_x1	17.851
7	12654_x1	18.227
7	44425_x1	18.627
7	55531_x1	18.916
7	9210_x1	19.219
7	13172_x1	19.554
7	76687_x1	19.92
7	4873_x1	20.319
7	62505_x1	20.798
7	28323_x1	21.614
7	2773_x1	26.241
7	50132_x1	33.083
7	63260_x1	33.322
7	1818_x1	33.572
7	13433_x1	33.916
7	75161_x1	40.579
7	62407_x1	41.046
7	49462_x1	41.66
7	67726_x1	45.86
7	57746_x1	45.86
7	51611_x1	45.86
7	55971_x1	45.86
7	14005_x1	47.069
7	72048_x1	47.069
7	25172_x1	48.858
7	8314_x1	48.858
7	47660_x1	48.858
7	7941_x1	48.858
7	60413_x1	48.858
7	10087_x1	48.858
7	58435_x1	48.858
7	47252_x1	48.858
7	47218_x1	48.858
7	14560_x1	48.858
7	7424_x1	49.523
7	4431_x1	49.648
7	50186_x1	50.27
7	66930_x1	50.852
7	54118_x1	50.852
7	74056_x1	50.852
7	52995_x1	51.181
7	13129_x1	51.535
7	9234_x1	53.318
7	63177_x1	53.973
7	45108_x1	54.097
7	34334_x1	54.328
7	62309_x1	57.234
7	61981_x1	57.234
7	45559_x1	57.717
7	12534_x1	58.072
7	49948_x1	58.387
7	13075_x1	58.737
7	860_x1	59.081
7	16974_x1	59.372
7	9715_x1	59.571
7	56060_x1	59.732
7	49854_x1	59.858
7	66312_x1	59.858
7	858_x1	59.858
7	1684_x1	59.858
7	13761_x1	59.858
7	67228_x1	59.858
7	64022_x1	59.858
7	61146_x1	59.858
7	51659_x1	59.858
7	13676_x1	59.858
7	53920_x1	59.966
7	43510_x1	60.096
7	60565_x1	60.222
7	3379_x1	60.751
7	9650_x1	61.361
7	18250_x1	61.805
7	25792_x1	62.324
7	9573_x1	62.324
7	59623_x1	62.324
7	15109_x1	62.324
7	58336_x1	62.671
7	45584_x1	63.148
7	1144_x1	63.925
7	9993_x1	64.838
7	2416_x1	65.414
7	7598_x1	65.773
7	63213_x1	66.034
7	71749_x1	66.226
7	52077_x1	66.384
7	54893_x1	66.703
7	68013_x1	67.003
7	47090_x1	67.279
7	23874_x1	67.893
7	68077_x1	68.397
7	23162_x1	68.565
7	47844_x1	68.565
7	58230_x1	68.565
7	72532_x1	68.565
7	70191_x1	68.565
7	8227_x1	68.565
7	52612_x1	68.565
7	5678_x1	68.75
7	71552_x1	68.75
7	55214_x1	68.75
7	2936_x1	69.096
7	59309_x1	70.23
8	57388_x1	0
8	49563_x1	0.231
8	53761_x1	3.359
8	15062_x1	3.606
8	5922_x1	3.961
8	16135_x1	4.95
8	4865_x1	5.276
8	69979_x1	5.568
8	70393_x1	5.847
8	75608_x1	6.119
8	68712_x1	6.441
8	27485_x1	6.8
8	65200_x1	7.266
8	73686_x1	14.758
8	61761_x1	14.758
8	5001_x1	14.758
8	60566_x1	14.758
8	13788_x1	14.758
8	46665_x1	14.907
8	58123_x1	16.837
8	48440_x1	17.122
8	3812_x1	17.425
8	68886_x1	17.755
8	4144_x1	17.984
8	64586_x1	17.984
8	59956_x1	17.984
8	71449_x1	21.458
8	42574_x1	21.458
8	17659_x1	21.458
8	53619_x1	21.458
8	63098_x1	21.458
8	69307_x1	21.458
8	70133_x1	21.458
8	58210_x1	21.458
8	46161_x1	21.458
8	21126_x1	21.458
8	6284_x1	21.458
8	55981_x1	21.458
8	63986_x1	21.458
8	41672_x1	21.458
8	28002_x1	21.559
8	59165_x1	21.728
8	12146_x1	31.318
8	30167_x1	31.837
8	19547_x1	32.312
8	14793_x1	32.806
8	46895_x1	33.399
8	42609_x1	34.054
8	21534_x1	34.684
8	8078_x1	37.048
8	31226_x1	37.692
8	54591_x1	38.381
8	56353_x1	39.008
8	70587_x1	39.869
8	42863_x1	46.532
8	75286_x1	47.112
8	53953_x1	47.684
8	16705_x1	49.365
8	67535_x1	49.72
8	41305_x1	50.509
8	55075_x1	50.747
8	51565_x1	50.747
8	492_x1	50.747
8	59485_x1	50.747
8	62366_x1	50.747
8	18895_x1	55.308
8	29718_x1	55.308
8	9030_x1	55.308
8	42090_x1	55.308
8	9324_x1	55.308
8	77991_x1	56.34
8	23729_x1	56.528
8	13919_x1	56.528
8	65802_x1	56.528
8	41653_x1	57.107
8	68096_x1	57.107
8	52010_x1	58.585
8	64305_x1	59.001
8	42061_x1	59.226
8	45367_x1	59.335
8	6549_x1	59.335
8	11564_x1	59.335
8	Oke_thic-84_x1	59.335
8	39963_x1	59.335
8	49793_x1	60.032
8	64138_x1	60.588
8	12767_x1	60.886
8	59462_x1	61.133
8	62663_x1	61.133
8	48199_x1	61.133
8	46406_x1	61.272
8	42431_x1	61.386
8	57278_x1	61.386
8	12076_x1	61.386
8	62960_x1	61.386
8	12762_x1	61.386
8	75116_x1	61.386
8	20965_x1	61.386
8	62027_x1	61.386
8	41962_x1	61.386
8	12699_x1	61.386
8	38524_x1	61.526
8	19555_x1	61.717
8	53535_x1	61.902
8	1136_x1	62.01
8	82975_x1	62.01
8	3659_x1	62.01
8	59708_x1	62.194
8	68990_x1	62.578
8	18759_x1	63.103
8	15662_x1	64.231
9	75514_x1	0
9	48768_x1	0.583
9	53904_x1	0.71
9	50874_x1	0.847
9	15911_x1	0.983
9	39138_x1	1.244
9	84288_x1	1.539
9	21156_x1	1.539
9	41065_x1	1.539
9	46651_x1	1.539
9	58937_x1	1.539
9	54768_x1	1.539
9	2072_x1	1.539
9	60669_x1	1.539
9	114_x1	1.539
9	70951_x1	1.539
9	31967_x1	1.539
9	48819_x1	1.539
9	52891_x1	1.539
9	59584_x1	1.539
9	77848_x1	1.539
9	54241_x1	1.539
9	12449_x1	1.539
9	55200_x1	1.539
9	70240_x1	1.539
9	42217_x1	1.539
9	77847_x1	1.689
9	52508_x1	1.997
9	45418_x1	2.36
9	34636_x1	2.873
9	73715_x1	3.156
9	10487_x1	3.281
9	1887_x1	3.39
9	1320_x1	3.554
9	3169_x1	3.724
9	2404_x1	3.884
9	46518_x1	4.167
9	20771_x1	4.457
9	70950_x1	4.654
9	11742_x1	4.826
9	16205_x1	4.997
9	70717_x1	5.464
9	14523_x1	5.464
9	47890_x1	6.013
9	45024_x1	6.013
9	44277_x1	6.013
9	53224_x1	6.013
9	9168_x1	6.013
9	60682_x1	6.013
9	78697_x1	6.013
9	44584_x1	6.013
9	8539_x1	6.013
9	42981_x1	6.013
9	18234_x1	6.585
9	63108_x1	6.585
9	45735_x1	6.585
9	45515_x1	6.585
9	1345_x1	6.585
9	57020_x1	6.585
9	8739_x1	6.585
9	59023_x1	6.585
9	55788_x1	6.585
9	46178_x1	6.585
9	931_x1	7.184
9	3773_x1	7.184
9	49468_x1	7.184
9	48301_x1	8.343
9	6992_x1	8.343
9	54479_x1	8.343
9	63727_x1	11.245
9	53775_x1	11.599
9	7436_x1	13.418
9	42212_x1	15.177
9	10460_x1	15.177
9	52842_x1	15.177
9	57443_x1	17.645
9	12537_x1	17.977
9	2933_x1	18.236
9	25620_x1	18.479
9	51196_x1	21.178
9	4509_x1	21.178
9	43695_x1	21.178
9	65962_x1	21.178
9	57985_x1	21.178
9	54322_x1	21.178
9	13365_x1	21.305
9	58744_x1	23.601
9	60686_x1	23.733
9	2867_x1	26.082
9	10320_x1	26.588
9	76980_x1	27.054
9	35687_x1	27.374
9	48441_x1	27.526
9	69341_x1	27.678
9	43455_x1	27.898
9	25310_x1	28.08
9	21163_x1	28.233
9	45055_x1	28.507
9	72395_x1	29.077
9	70104_x1	32.25
9	41236_x1	34.259
9	59624_x1	34.852
9	35150_x1	34.964
9	51468_x1	35.424
9	10495_x1	35.796
9	55972_x1	36.097
9	11528_x1	36.266
9	31574_x1	36.266
9	57035_x1	36.378
9	46399_x1	36.512
9	6551_x1	36.512
9	52134_x1	36.512
9	79254_x1	36.512
9	19651_x1	36.512
9	48977_x1	36.512
9	70583_x1	36.512
9	21889_x1	37.053
9	62112_x1	37.381
9	52520_x1	37.589
9	61848_x1	37.589
9	51972_x1	37.589
9	20046_x1	37.705
9	43842_x1	37.827
9	16497_x1	42.464
9	56282_x1	42.464
9	84294_x1	46.502
9	11857_x1	46.502
9	62287_x1	46.502
9	37167_x1	46.502
9	45762_x1	46.502
9	13653_x1	46.502
9	53181_x1	52.789
9	10281_x1	53.997
9	1559_x1	54.106
9	62060_x1	54.106
9	42318_x1	54.227
9	67810_x1	54.373
9	4383_x1	54.506
9	12060_x1	54.639
9	61340_x1	54.792
9	2758_x1	54.977
10	9137_x1	0
10	32299_x1	0.433
10	78186_x1	0.763
10	96910_x1	0.982
10	15345_x1	1.15
10	27780_x1	1.293
10	25995_x1	1.469
10	14058_x1	1.654
10	38965_x1	1.773
10	77599_x1	1.885
10	64207_x1	2.043
10	40294_x1	2.252
10	65858_x1	2.536
10	46329_x1	2.758
10	72505_x1	2.758
10	17861_x1	2.758
10	49432_x1	2.758
10	8098_x1	2.758
10	19974_x1	2.869
10	22370_x1	2.969
10	43700_x1	2.969
10	91595_x1	2.969
10	64152_x1	2.969
10	73082_x1	2.969
10	52737_x1	2.969
10	53617_x1	2.969
10	44421_x1	2.969
10	46728_x1	3.58
10	57027_x1	3.58
10	67153_x1	3.58
10	57099_x1	3.58
10	65677_x1	4.161
10	62912_x1	4.698
10	4945_x1	4.698
10	12347_x1	4.698
10	40186_x1	4.913
10	27368_x1	5.209
10	53026_x1	5.5
10	5484_x1	5.838
10	45697_x1	5.945
10	49367_x1	5.945
10	5518_x1	5.945
10	69010_x1	5.945
10	44408_x1	6.106
10	44129_x1	6.341
10	14465_x1	6.59
10	46824_x1	7.396
10	38187_x1	10.488
10	9301_x1	10.61
10	42581_x1	11.224
10	11357_x1	11.467
10	14473_x1	11.656
10	66354_x1	11.813
10	63689_x1	12.027
10	41536_x1	12.027
10	69219_x1	12.027
10	49456_x1	12.027
10	62293_x1	12.899
10	70947_x1	12.899
10	62068_x1	12.899
10	51645_x1	12.899
10	42702_x1	12.899
10	78665_x1	12.899
10	32973_x1	12.899
10	54505_x1	12.899
10	45690_x1	13.744
10	3_x1	13.744
10	18082_x1	14.266
10	72796_x1	15.318
10	42227_x1	15.902
10	71604_x1	15.902
10	9446_x1	19.879
10	34344_x1	20
10	8155_x1	20.123
10	71700_x1	20.232
10	6681_x1	21.993
10	61143_x1	21.993
10	61220_x1	21.993
10	45_x1	21.993
10	32919_x1	22.106
10	43478_x1	22.309
10	16579_x1	22.565
10	2269_x1	22.821
10	42942_x1	23.26
10	6021_x1	23.26
10	13241_x1	27.266
10	59823_x1	27.266
10	41005_x1	27.266
10	77758_x1	27.266
10	30436_x1	27.266
10	18785_x1	27.374
10	40463_x1	27.664
10	59156_x1	28.077
10	21178_x1	28.696
10	12808_x1	29.31
10	335_x1	31.277
10	68548_x1	36.242
10	8203_x1	37
10	25244_x1	37.403
10	1450_x1	37.782
10	11156_x1	41.102
10	71678_x1	41.429
10	69913_x1	41.885
10	12732_x1	42.29
10	11056_x1	42.619
10	70256_x1	42.801
10	21993_x1	42.801
10	58515_x1	42.801
10	79115_x1	42.801
10	65570_x1	43.211
10	54775_x1	44.205
10	66305_x1	45.318
10	32281_x1	45.466
10	58727_x1	46.176
10	63618_x1	46.835
10	54011_x1	46.835
10	17994_x1	51.45
10	2228_x1	51.45
10	71489_x1	51.45
10	45364_x1	51.45
10	52452_x1	51.45
10	6778_x1	51.45
10	43407_x1	51.45
10	74888_x1	51.45
10	73282_x1	51.562
10	54637_x1	51.687
10	26289_x1	62.652
10	52292_x1	62.652
10	2660_x1	62.652
10	57352_x1	62.652
10	63257_x1	62.652
10	56577_x1	62.652
10	68279_x1	62.652
10	78808_x1	62.652
10	60405_x1	63.367
10	65263_x1	63.841
10	40278_x1	64.378
10	43291_x1	64.611
10	71586_x1	64.611
10	27275_x1	65.081
10	44224_x1	65.217
10	49375_x1	65.217
10	7667_x1	65.654
10	71661_x1	65.889
10	64936_x1	65.889
10	54661_x1	65.889
10	63205_x1	65.889
10	41829_x1	65.889
10	54772_x1	66.461
10	72060_x1	66.461
10	21350_x1	66.461
10	10920_x1	66.461
10	55252_x1	67.019
10	66032_x1	67.019
10	61015_x1	68.162
10	51233_x1	68.162
10	24432_x1	68.162
10	8264_x1	68.162
10	54050_x1	68.162
10	8168_x1	68.162
10	59964_x1	68.162
10	11537_x1	68.162
10	43613_x1	68.272
10	58430_x1	74.163
10	55153_x1	74.312
10	67400_x1	74.312
10	57432_x1	74.312
10	5816_x1	74.312
10	71736_x1	74.312
10	4930_x1	74.312
10	73062_x1	75.212
10	9057_x1	75.61
10	43294_x1	75.61
10	30591_x1	76.208
10	25848_x1	76.208
10	63066_x1	76.208
10	Oke_txnrd1-74_x1	76.208
10	37253_x1	78.601
10	10137_x1	78.707
10	76641_x1	89.085
10	62085_x1	89.085
10	68308_x1	89.085
10	15634_x1	89.931
10	17813_x1	90.817
10	3026_x1	91.705
10	54298_x1	92.579
10	51285_x1	93.42
10	62570_x1	94.097
10	59977_x1	94.749
10	50610_x1	95.355
10	6073_x1	98.064
10	29637_x1	98.33
10	48282_x1	98.611
10	40705_x1	98.854
10	71829_x1	99.067
10	2388_x1	104.953
10	62603_x1	106.314
10	34036_x1	106.746
10	51658_x1	107.024
10	5639_x1	107.272
10	58535_x1	107.546
10	631_x1	114.007
10	42083_x1	114.007
10	49818_x1	114.007
10	8324_x1	114.595
10	8511_x1	114.595
10	85175_x1	116.344
10	2635_x1	116.344
10	42753_x1	116.344
10	13371_x1	116.344
10	47608_x1	116.344
10	2658_x1	116.344
10	43600_x1	116.344
10	49576_x1	116.495
10	69538_x1	116.911
10	57654_x1	117.075
10	42551_x1	117.075
10	71299_x1	117.075
10	48589_x1	118.225
10	54854_x1	119.939
10	62818_x1	119.939
10	45633_x1	119.939
10	5826_x1	119.939
10	79143_x1	119.939
10	62840_x1	119.939
10	68501_x2	119.939
10	22674_x1	120.092
10	49968_x1	120.332
10	50604_x1	120.548
10	61537_x1	120.691
10	17837_x1	120.917
10	40745_x1	121.197
10	77741_x1	121.456
10	56523_x1	122.552
10	78102_x1	122.788
10	66974_x1	123.542
10	22194_x1	123.542
10	13297_x1	123.688
10	40314_x1	124.686
10	48392_x1	126.346
10	56591_x1	127.546
10	8729_x1	128.119
10	60474_x1	128.119
10	53897_x1	128.759
10	67269_x1	129.332
10	5873_x1	131.113
10	22199_x2	132.894
10	1754_x1	134.037
10	56909_x1	134.692
10	1515_x2	135.409
10	33651_x1	135.895
10	53327_x1	138.045
10	10905_x1	139.673
10	25881_x1	144.378
10	33382_x1	148.402
10	30849_x1	149.633
10	71480_x1	150.138
10	5792_x2	151.853
10	32787_x1	152.425
10	59079_x1	153.571
10	19717_x2	153.571
10	1780_x2	153.571
10	63849_x1	153.571
10	71534_x1	153.571
10	55294_x1	153.571
10	6142_x2	153.571
10	72715_x2	153.571
10	6131_x1	153.571
10	58034_x2	153.571
10	54555_x1	153.571
10	50288_x1	153.571
10	57788_x1	153.571
10	69482_x1	153.571
10	77874_x1	153.571
10	59800_x1	154.715
10	77534_x1	155.858
10	28380_x1	155.858
10	1822_x1	155.858
10	46565_x1	155.858
10	62353_x1	155.858
10	46540_x1	155.858
10	53146_x1	157.092
10	57022_x1	158.144
10	49374_x1	158.716
10	26582_x1	163.302
11	18723_x1	0
11	77765_x1	0.306
11	3534_x1	0.595
11	7950_x1	0.888
11	17079_x1	0.888
11	3625_x1	0.888
11	Oke_hmgb1-66_x1	0.888
11	77388_x1	0.888
11	1496_x1	0.888
11	68819_x1	0.888
11	71861_x1	0.888
11	13956_x1	0.888
11	77825_x1	0.888
11	34285_x1	0.888
11	59525_x1	0.888
11	15175_x1	0.888
11	6920_x1	0.888
11	62687_x1	0.888
11	25156_x1	0.888
11	38856_x1	0.888
11	8415_x1	0.888
11	50682_x1	1.064
11	73229_x1	1.322
11	62881_x1	1.538
11	84359_x1	1.825
11	14892_x1	2.16
11	41588_x1	2.368
11	45470_x1	2.533
11	43199_x1	2.662
11	71211_x1	2.662
11	45210_x1	3.254
11	51482_x1	3.254
11	60271_x1	3.254
11	44813_x1	3.254
11	53881_x1	3.254
11	55132_x1	3.543
11	59137_x1	3.868
11	74055_x1	3.868
11	54697_x1	3.868
11	6781_x1	3.868
11	11001_x1	3.868
11	1334_x1	3.868
11	1849_x1	3.868
11	8818_x1	3.868
11	41319_x1	3.868
11	48913_x1	4.422
11	63105_x1	4.995
11	76138_x1	5.214
11	40727_x1	5.572
11	49657_x1	5.572
11	76893_x1	5.572
11	27482_x1	5.572
11	7591_x1	5.572
11	77616_x1	5.572
11	5547_x1	5.572
11	34089_x1	6.144
11	61522_x1	6.144
11	45087_x1	6.144
11	14184_x1	6.144
11	10029_x1	6.144
11	67684_x1	6.425
11	43608_x1	6.704
11	42196_x1	6.704
11	4731_x1	7.873
11	83871_x1	8.967
11	49508_x1	9.236
11	1778_x1	9.402
11	12724_x1	9.533
11	33205_x1	9.533
11	1581_x1	9.533
11	20719_x1	9.533
11	9099_x1	10.697
11	258_x1	10.697
11	7908_x1	10.697
11	65599_x1	10.697
11	7918_x1	15.838
11	56886_x1	15.838
11	6114_x1	15.997
11	88248_x1	18.443
11	64931_x1	21.38
11	71138_x1	21.38
11	78664_x1	21.547
11	1838_x1	21.695
11	78569_x1	21.695
11	57614_x1	21.806
11	34315_x1	21.916
11	13307_x1	22.033
11	46433_x1	22.243
11	54894_x1	22.444
11	Oke_u0602-244_x1	22.667
11	Oke_DBLOH-79_x1	23.339
11	1446_x1	26.642
11	11368_x1	26.642
11	65431_x1	26.642
11	11727_x1	26.642
11	57046_x1	26.642
11	40010_x1	26.642
11	34057_x1	26.642
11	2496_x1	26.642
11	58836_x1	27.246
11	76460_x1	27.246
11	56804_x1	27.365
11	87366_x1	27.524
11	47033_x1	28.087
11	11454_x1	28.087
11	44240_x1	28.087
11	62218_x1	35.098
11	62576_x2	36.07
11	26653_x1	36.789
11	44241_x1	37.139
11	7340_x1	37.446
11	45876_x1	37.661
11	35178_x1	37.661
11	24365_x1	37.661
11	82990_x1	37.661
11	12703_x1	37.661
11	3174_x1	37.661
11	55912_x1	37.77
11	46265_x1	37.77
11	27406_x1	37.77
11	68999_x1	37.77
11	54395_x1	37.77
11	16363_x1	37.77
11	29600_x1	37.77
11	46519_x1	39.491
11	71466_x1	39.491
11	45530_x1	45.277
11	64963_x1	45.277
11	28457_x1	45.277
11	55144_x1	45.277
11	65234_x1	47.012
11	69423_x1	47.534
11	7173_x1	47.761
11	70547_x1	48.035
11	4287_x1	48.487
11	47281_x1	48.773
11	57214_x1	53.501
11	67394_x1	54.064
11	57117_x1	54.176
11	49511_x1	54.176
11	70567_x1	54.176
11	18615_x1	54.176
11	7735_x1	54.277
11	36277_x1	55.847
11	66034_x1	56.314
11	48664_x1	56.471
11	18513_x1	57.597
11	37544_x1	59.398
11	59949_x1	61.471
11	55650_x1	62.29
12	62049_x1	0
12	72639_x1	0
12	65625_x1	0
12	41898_x1	0
12	67401_x1	0
12	40577_x1	0
12	44143_x1	0
12	72112_x1	0
12	78018_x1	0
12	1577_x1	0
12	45417_x1	4.59
12	Oke_sylc-90_x1	4.59
12	12092_x1	5.55
12	9185_x1	5.827
12	6040_x1	5.953
12	49699_x1	6.955
12	78541_x1	7.497
12	63824_x1	8.147
12	25210_x1	9.201
12	53015_x1	9.83
12	14296_x1	9.966
12	69815_x1	9.966
12	11060_x1	9.966
12	45951_x1	9.966
12	69964_x1	9.966
12	71352_x1	9.966
12	73346_x1	10.141
12	10039_x1	14.245
12	43164_x1	14.245
12	57082_x1	14.245
12	63254_x1	14.245
12	12335_x1	14.245
12	19357_x1	14.245
12	2977_x1	14.346
12	4771_x1	14.512
12	59439_x1	18.429
12	43565_x1	18.917
12	68458_x1	19.128
12	13957_x1	19.267
12	7586_x1	19.267
12	6068_x1	19.267
12	49437_x1	19.267
12	60841_x1	19.267
12	62679_x1	19.267
12	62005_x1	19.267
12	60076_x1	22.222
12	6099_x1	22.55
12	75582_x1	22.55
12	64490_x1	22.55
12	17425_x1	22.55
12	4944_x1	27.771
12	Oke_hsc71-199_x1	27.906
12	115_x1	27.906
12	60206_x1	27.906
12	47295_x1	27.906
12	56732_x1	28.195
12	68601_x1	29.341
12	61710_x1	29.981
12	72452_x1	30.202
12	62032_x1	30.826
12	72552_x1	32.72
12	21615_x1	33.106
12	63670_x1	33.445
12	54457_x1	33.817
12	51688_x1	34.177
12	19869_x1	34.531
12	43081_x1	34.755
12	211_x1	34.755
12	7583_x1	34.755
12	41447_x1	37.026
12	28053_x1	37.026
12	53593_x1	37.026
12	40534_x1	37.026
12	71415_x1	37.542
12	62361_x1	37.542
12	56979_x1	39.294
12	56992_x1	39.623
12	29694_x1	39.93
12	76768_x1	39.93
12	50983_x1	40.207
12	2644_x1	40.737
12	7717_x1	41.192
12	53565_x1	41.697
12	37633_x1	42.119
12	62381_x1	42.252
12	20183_x1	42.515
12	11154_x1	43.086
12	22899_x1	43.727
12	56703_x1	44.261
12	68171_x1	45.113
12	68191_x1	46.485
12	58790_x1	47.647
12	46001_x1	47.906
12	4152_x1	48.168
12	12754_x1	48.449
12	72236_x1	48.7
12	40221_x1	48.958
12	49721_x1	49.198
12	68719_x1	49.346
12	4430_x1	49.346
12	2307_x1	49.639
12	5487_x1	52.768
12	77611_x1	54.047
12	40180_x1	54.153
12	52408_x1	54.153
12	79133_x1	54.358
12	61578_x1	54.871
12	57865_x1	55.334
12	76666_x1	55.546
12	13925_x1	55.779
12	59580_x1	55.989
12	5129_x1	55.989
12	71066_x1	55.989
12	54511_x1	55.989
12	64875_x1	55.989
12	59224_x1	55.989
12	65755_x1	55.989
12	46411_x1	55.989
12	49919_x1	56.112
12	50829_x1	56.333
12	50866_x1	56.536
12	63441_x1	56.657
12	58518_x1	56.657
12	65728_x1	56.657
12	58281_x1	56.764
12	7791_x1	56.887
12	5238_x1	56.887
12	4482_x1	56.887
12	6425_x1	56.887
12	60354_x1	56.887
12	12066_x1	56.887
12	50540_x1	56.887
12	24208_x1	56.887
12	8830_x1	56.887
12	78507_x1	56.887
12	37988_x1	56.887
12	32888_x1	56.887
12	7761_x1	56.887
12	58100_x1	56.887
12	10759_x1	56.887
12	53055_x1	56.887
12	63866_x1	57.063
12	42847_x1	57.228
12	5621_x1	57.228
12	68591_x1	57.228
12	52230_x1	57.228
12	7055_x1	57.228
12	7332_x1	57.228
12	76067_x1	57.228
12	65745_x1	57.228
12	15184_x1	57.34
12	6571_x1	57.559
12	76311_x1	58.05
12	60709_x1	58.51
12	76288_x1	58.671
12	53865_x1	59.01
12	5703_x1	60.701
12	60826_x1	63.554
12	12136_x1	71.292
13	54236_x1	0
13	48462_x1	0.44
13	22852_x1	0.674
13	60109_x1	0.904
13	15144_x1	1.032
13	9945_x1	1.032
13	3391_x1	1.032
13	55162_x1	1.161
13	4076_x1	1.353
13	10214_x1	1.479
13	13808_x1	1.605
13	44514_x1	1.851
13	1950_x1	2.219
13	80092_x1	2.723
13	39939_x1	3.217
13	48025_x1	3.468
13	47554_x1	3.572
13	23018_x1	3.572
13	3797_x1	3.572
13	45318_x1	4.867
13	5321_x1	5.135
13	64442_x1	5.363
13	4154_x1	5.363
13	29526_x1	5.363
13	54703_x1	5.363
13	19352_x1	5.363
13	78681_x1	5.465
13	14593_x1	5.595
13	15626_x1	5.595
13	4752_x1	5.595
13	9325_x1	5.739
13	44629_x1	6.022
13	53628_x1	6.399
13	15618_x1	6.801
13	3181_x1	7.252
13	79222_x1	7.709
13	57362_x1	8.263
13	25686_x1	9.175
13	29976_x1	9.525
13	73877_x1	9.807
13	74710_x1	9.95
13	9439_x1	10.393
13	10857_x1	16.752
13	3546_x1	17.233
13	68933_x1	18.367
13	6950_x1	19.505
13	60236_x1	20.854
13	33777_x1	22.69
13	58845_x1	27.84
13	61968_x1	27.957
13	9231_x1	28.521
13	59197_x1	29.489
13	74487_x1	30.151
13	57710_x1	30.302
13	54470_x1	30.302
13	54055_x1	30.302
13	10230_x1	30.42
13	44982_x1	30.557
13	47360_x1	30.688
13	31565_x1	30.822
13	78835_x1	31.338
13	74113_x1	31.44
13	37892_x1	40.124
13	85895_x1	40.124
13	54791_x1	41.267
13	507_x1	42.455
13	69497_x1	42.455
13	14813_x1	42.455
13	71616_x1	42.57
13	64877_x1	42.716
13	45737_x1	42.93
13	83129_x1	43.156
13	12795_x1	43.37
13	50019_x2	44.414
13	4124_x1	50.146
13	72931_x1	50.348
13	24879_x1	50.62
13	9882_x1	50.87
13	25602_x1	51.352
13	78556_x1	53.153
13	47287_x1	60.492
13	41902_x1	60.651
13	65131_x1	64.641
13	63742_x1	64.641
13	1474_x1	64.968
13	Oke_U2034-55_x1	65.358
13	4046_x1	65.894
13	59219_x1	66.078
13	57828_x1	66.191
13	64084_x1	66.346
13	37690_x1	66.593
13	19993_x1	67.34
13	81827_x1	67.849
13	38012_x1	68.592
13	64476_x1	69.257
13	12153_x1	69.862
13	59424_x1	70.485
13	46451_x1	70.598
13	16997_x1	70.701
13	4171_x1	70.701
13	64763_x1	70.701
13	42251_x1	70.701
13	40083_x1	70.701
13	75414_x1	70.701
13	23734_x1	70.701
13	54161_x1	70.701
13	65156_x1	70.871
13	44102_x1	71.111
13	63158_x1	71.36
13	9338_x1	72.566
13	6446_x1	83.051
13	69794_x1	83.443
13	22702_x1	84.008
13	60529_x1	84.565
13	50733_x1	85.114
13	40245_x1	85.715
13	70597_x1	87.032
13	2158_x1	91.482
13	46381_x1	92.137
13	9031_x1	92.485
13	57077_x1	92.838
13	66585_x1	93.26
13	73088_x1	93.697
13	59856_x1	95.417
13	41986_x1	95.655
13	51383_x1	95.655
13	14241_x1	97.876
13	59142_x1	98.378
13	11631_x1	101.287
13	17052_x1	101.287
13	48817_x1	101.287
13	570_x1	101.287
13	63902_x1	101.287
13	70343_x1	101.287
13	147_x1	101.287
13	53539_x1	101.287
13	22637_x1	101.287
13	78598_x1	101.287
13	71638_x1	105.437
13	8432_x1	112.382
13	62456_x1	113.166
13	67263_x1	113.442
13	76101_x1	113.975
13	17734_x1	114.582
