LG	locus	cm
28	52109_x1	143.873
28	24423_x1	144.149
28	2282_x1	144.542
28	19266_x1	144.867
28	11931_x1	145.178
28	11096_x1	145.528
28	5294_x1	145.76
28	64251_x1	146.312
28	55475_x1	147.699
29	75584_x1	0
29	77367_x1	0.244
29	18921_x1	0.349
29	20339_x1	0.5
29	70772_x1	0.625
29	52376_x1	0.625
29	16313_x1	0.625
29	49045_x1	0.625
29	61879_x1	0.625
29	41657_x1	0.625
29	18055_x1	0.625
29	71425_x1	0.77
29	59839_x1	0.77
29	65629_x1	0.77
29	150_x1	0.92
29	39864_x1	1.141
29	58134_x1	1.516
29	31982_x1	1.869
29	55491_x1	2.198
29	42450_x1	2.561
29	26818_x1	2.949
29	63522_x1	2.949
29	50978_x1	2.949
29	64355_x1	4.055
29	16480_x1	4.055
29	2919_x1	4.055
29	14787_x1	4.055
29	73259_x1	4.055
29	74507_x1	4.055
29	71762_x1	4.055
29	Oke_zn593-152_x1	4.055
29	42170_x1	4.055
29	66971_x1	4.987
29	21662_x1	5.205
29	50478_x1	5.205
29	55748_x1	5.205
29	7174_x1	5.79
29	48061_x1	5.79
29	20121_x1	5.79
29	74183_x1	5.79
29	4253_x1	5.79
29	58366_x1	5.79
29	20069_x1	5.905
29	40699_x1	6.44
29	60838_x1	6.44
29	2598_x1	9.218
29	10463_x1	10.259
29	5818_x1	10.521
29	68786_x1	11.01
29	60880_x1	11.529
29	60308_x1	11.858
29	5719_x1	12.155
29	40299_x1	12.417
29	61779_x1	12.754
29	56184_x1	13.225
29	58404_x1	13.659
29	2082_x1	13.909
29	12643_x1	13.909
29	45761_x1	14.025
29	51116_x1	18.494
29	8480_x1	18.713
29	42626_x1	18.975
29	51747_x1	19.251
29	55814_x1	19.493
29	2818_x1	19.706
29	57815_x1	19.994
29	46233_x1	21.263
29	64155_x1	21.39
29	71295_x1	21.548
29	3728_x1	21.548
29	45450_x1	21.548
29	11261_x1	21.548
29	54711_x1	21.548
29	77040_x1	21.548
29	71937_x1	21.711
29	69747_x1	21.918
29	46523_x1	22.393
29	65345_x1	22.523
29	63863_x1	23.57
29	1885_x1	25.898
29	72576_x1	26.14
29	5546_x1	26.383
29	4428_x1	26.511
29	51120_x1	26.511
29	3608_x1	26.511
29	26192_x1	26.511
29	6929_x1	26.511
29	14919_x1	26.511
29	29715_x1	27.893
29	54580_x1	29.478
29	52006_x1	37.842
29	76732_x1	39.291
29	8556_x1	39.291
29	36232_x1	39.291
29	67514_x1	39.549
29	78591_x1	41.034
29	45680_x1	41.743
29	36767_x1	42.127
29	34246_x1	42.5
29	1399_x1	42.806
29	49989_x1	42.954
29	7038_x1	42.954
29	2233_x1	44.685
29	41382_x1	44.685
29	56855_x1	44.685
29	78218_x1	44.685
29	56668_x1	44.685
29	57892_x1	44.685
29	7352_x1	44.685
29	63793_x1	44.685
29	73219_x1	44.685
29	64103_x1	44.685
29	45221_x1	44.685
29	35513_x1	46.16
29	70425_x1	46.599
29	5230_x1	47.196
29	53671_x1	48.331
29	55790_x1	48.699
29	11102_x1	49.151
29	63501_x1	49.696
29	44321_x1	56.89
29	75265_x1	61.48
29	56374_x1	61.48
29	26744_x1	61.48
29	5892_x1	61.48
29	61337_x1	61.48
29	65341_x1	61.48
29	66820_x1	61.48
29	68778_x1	61.48
29	60250_x1	61.48
29	8894_x1	71.313
29	78082_x1	71.488
29	52979_x1	71.608
29	45493_x1	71.608
29	86647_x1	71.8
29	10574_x1	72.052
29	14361_x1	72.367
29	9071_x1	72.728
29	56962_x1	73.282
29	58188_x1	74.992
29	2421_x1	77.303
29	10418_x1	77.303
29	26587_x1	77.303
29	58564_x1	79.018
29	69649_x1	79.018
29	52994_x1	80.127
29	63302_x1	80.555
29	6247_x1	81.053
29	6342_x1	83.463
29	75426_x1	83.862
29	47737_x1	84.171
29	69948_x1	84.468
29	48291_x1	84.81
29	64609_x1	85.162
29	40377_x1	91.844
29	22017_x1	91.844
29	5227_x1	91.844
29	40599_x1	91.844
29	49771_x1	91.844
29	74752_x1	91.844
29	68696_x1	95.963
29	63160_x1	96.194
29	58460_x1	96.903
29	49970_x1	97.48
29	60901_x1	97.48
29	62927_x1	99.182
29	835_x1	99.39
29	72807_x1	99.642
29	43790_x1	99.936
29	67028_x1	100.121
29	9633_x1	100.222
29	59642_x1	100.222
29	45095_x1	100.322
29	8143_x1	100.549
29	63021_x1	100.755
29	1171_x1	100.891
29	52906_x1	101.053
29	34668_x1	101.262
29	18690_x1	103.709
29	44431_x1	104.538
29	14678_x1	109.077
29	10375_x1	111.527
29	54753_x1	111.654
29	9254_x1	111.654
29	10068_x2	111.654
29	6097_x1	111.654
29	3641_x1	111.654
29	47398_x1	111.654
29	66761_x1	111.654
29	41654_x2	112.293
29	55967_x1	112.293
29	76264_x1	112.293
29	52722_x1	112.293
29	74512_x1	114.037
29	11704_x2	114.594
29	58809_x1	115.177
29	17366_x1	115.346
29	47161_x1	115.606
29	70445_x1	115.99
29	70938_x1	116.562
29	70552_x1	117.135
29	1338_x1	118.817
29	7712_x2	119.507
29	46253_x2	119.507
29	56205_x1	119.507
29	2792_x1	119.507
29	56018_x1	119.507
29	42967_x1	120.727
29	77000_x1	121.265
29	75369_x1	121.796
29	4625_x1	122.019
29	13270_x1	122.019
29	39732_x1	122.198
29	26683_x1	122.429
29	41408_x1	123.088
29	51493_x2	123.088
30	55332_x1	0
30	60248_x1	0
30	6208_x1	0
30	50006_x1	0
30	77813_x1	0
30	56602_x1	0
30	57110_x1	0
30	58192_x1	0
30	31734_x1	0
30	64643_x1	0
30	71652_x1	0
30	55158_x1	0
30	56126_x1	0
30	12047_x2	0
30	57096_x1	0
30	28097_x1	0
30	25925_x1	0
30	24451_x1	0.511
30	20837_x1	0.649
30	74455_x1	0.649
30	713_x1	0.649
30	721_x1	0.649
30	57345_x1	0.649
30	78901_x1	0.649
30	55056_x1	0.649
30	76539_x1	0.649
30	3386_x1	0.87
30	3285_x1	1.141
30	52784_x1	1.52
30	13383_x1	1.962
30	1805_x1	2.476
30	2666_x1	2.476
30	5494_x1	2.476
30	61031_x1	2.476
30	4629_x1	2.476
30	78190_x1	2.476
30	67658_x1	2.476
30	74929_x1	2.476
30	57622_x1	3.077
30	64911_x1	3.312
30	51653_x1	3.832
30	5761_x1	3.832
30	5152_x1	3.832
30	71569_x1	4.986
30	10001_x1	4.986
30	20574_x1	6.029
30	42537_x1	6.161
30	33905_x1	6.161
30	24725_x1	7.419
30	63683_x1	7.553
30	59516_x1	7.759
30	66141_x1	9.913
30	41805_x1	9.913
30	70595_x1	9.913
30	7788_x1	10.015
30	11870_x1	10.23
30	19106_x1	10.498
30	47851_x1	10.814
30	5041_x1	12.297
30	25470_x1	12.442
30	13495_x1	12.574
30	61355_x1	12.723
30	42590_x1	12.905
30	Oke_U2005-62_x1	13.098
30	9098_x1	13.28
30	43754_x1	13.472
30	50116_x1	13.737
30	6047_x1	14.059
30	75527_x1	20.386
30	Oke_U2045-43_x1	20.386
30	60352_x1	20.386
30	43362_x1	20.386
30	18041_x1	20.386
30	63102_x1	20.386
30	41722_x1	20.386
30	59998_x1	20.386
30	48713_x1	24.964
30	82160_x1	28.442
30	23067_x1	28.596
30	53014_x1	30.334
30	10114_x1	30.334
30	65180_x1	30.578
30	1444_x1	32.14
30	292_x1	32.482
30	24080_x1	32.868
30	72927_x1	42.684
30	35652_x1	43.16
30	60746_x1	44.121
30	70930_x1	47.512
30	40309_x1	47.512
30	20371_x1	48.751
30	61345_x1	48.751
30	19376_x1	48.914
30	46567_x1	49.231
30	46737_x1	55.528
30	73429_x1	55.629
30	3392_x1	55.629
30	21500_x1	55.629
30	79379_x1	55.629
30	57256_x1	55.629
30	56030_x1	55.629
30	78388_x1	57.87
30	46442_x1	58.033
30	5893_x1	58.23
30	566_x1	58.792
30	67780_x1	59.313
30	23575_x1	59.427
30	50178_x1	59.427
30	43311_x1	59.427
30	74514_x1	59.848
30	7301_x1	60.488
30	45715_x1	60.85
30	46691_x1	60.85
30	1542_x1	60.85
30	52004_x1	60.85
30	5790_x1	60.85
30	42039_x1	67.178
30	64408_x1	67.178
30	43221_x1	67.178
30	2947_x1	67.325
30	72123_x1	69.492
30	47476_x1	69.991
30	11745_x1	70.361
30	64066_x1	70.723
30	Oke_U2020-51_x1	71.169
30	55172_x1	73.252
30	66408_x1	75.311
30	17971_x1	75.455
30	45693_x1	75.455
30	71136_x1	75.455
30	71492_x1	75.455
30	30900_x1	75.455
30	55345_x1	75.455
30	21044_x1	75.455
30	62524_x1	75.455
30	47863_x1	75.98
30	78375_x1	76.513
30	12786_x1	76.513
30	65186_x1	76.513
30	43748_x1	78.269
30	73699_x1	78.79
30	64318_x1	79.366
30	50656_x1	79.729
30	13505_x1	79.95
30	36262_x1	80.66
30	10847_x1	81.056
30	3103_x1	81.377
30	54606_x1	90.313
30	7381_x1	94.907
30	54755_x1	94.907
30	65924_x1	94.907
30	74732_x1	97.288
30	11556_x1	97.566
30	12673_x1	97.566
30	55805_x1	97.566
30	1271_x1	97.677
30	26005_x1	98.403
30	42045_x1	99.991
30	11035_x1	106.326
30	66669_x1	107.971
30	60532_x1	108.584
30	75008_x1	108.584
30	43958_x1	108.584
30	20536_x2	108.803
30	6725_x1	109.48
30	5842_x1	110.625
30	54315_x2	111.163
30	61810_x2	111.163
30	5590_x1	111.163
30	67384_x1	111.163
30	73615_x1	111.163
30	56853_x1	111.73
30	6532_x1	112.301
30	1012_x1	112.301
30	36071_x1	112.301
30	58067_x1	112.301
30	15628_x1	112.301
30	4301_x1	112.877
30	11282_x1	114.02
30	60005_x1	114.593
30	77064_x1	114.593
30	56346_x1	114.593
30	404_x2	115.164
30	66869_x1	116.329
30	55556_x1	116.329
30	74191_x1	116.915
30	563_x1	116.915
30	10923_x1	117.495
30	11722_x1	118.07
30	3290_x1	118.07
30	14799_x1	118.07
30	59205_x1	118.07
30	6294_x1	118.648
30	56713_x1	118.648
30	53220_x1	118.648
30	42073_x1	118.648
30	61080_x1	119.224
30	42546_x1	121.059
30	65562_x1	123.794
30	43228_x2	124.376
30	10531_x1	124.944
30	59407_x2	124.944
30	23385_x1	124.944
30	58136_x1	127.222
31	69588_x1	0
31	19615_x1	0
31	42781_x1	0.208
31	59266_x1	0.686
31	67849_x1	0.999
31	7828_x1	1.478
31	27220_x1	19.07
31	1830_x1	19.07
31	62284_x1	19.07
31	40189_x1	19.178
31	12674_x1	19.449
31	53940_x1	24.768
31	27301_x1	25.985
31	60958_x1	26.719
31	69257_x1	27.169
31	67621_x1	27.51
31	9395_x1	27.822
31	43044_x1	28.13
31	47683_x1	33.629
31	61041_x1	33.89
31	87387_x1	34.072
31	60326_x1	34.391
31	73352_x1	34.726
31	65937_x1	35.1
31	Oke_pnrc2-78_x1	39.441
31	25067_x1	40.834
31	59293_x1	41.152
31	11298_x1	41.47
31	45594_x1	41.759
31	3083_x1	42.067
31	59950_x1	42.442
31	15225_x1	42.822
31	71472_x1	43.146
31	55174_x1	43.55
31	45908_x1	45.424
31	28569_x1	46.045
31	78739_x1	47.783
31	72314_x1	47.949
31	20131_x1	48.103
31	52662_x1	48.248
31	11642_x1	48.37
31	43855_x1	48.37
31	5965_x1	48.37
31	52155_x1	48.37
31	58918_x1	48.37
31	9522_x1	48.962
31	57208_x1	48.962
31	56558_x1	52.975
31	73045_x1	53.372
31	58589_x1	54.186
31	51295_x1	54.934
31	57107_x1	56.093
31	64150_x1	56.477
31	55323_x1	56.798
31	7737_x1	57.04
31	42290_x1	57.353
31	10255_x1	57.656
31	43573_x1	57.879
31	57562_x1	58.116
31	8882_x1	61.879
31	61116_x1	62.54
31	62444_x1	62.677
31	66772_x1	62.677
31	61079_x1	62.677
31	46340_x1	62.817
31	12232_x1	66.391
31	10561_x1	66.892
31	45667_x2	67.477
31	71795_x1	68.052
31	6335_x1	68.498
31	57596_x1	69.207
31	7176_x1	69.935
31	59265_x1	70.491
31	2719_x1	70.491
31	43387_x1	70.491
31	28272_x1	70.491
31	6795_x2	70.491
31	61216_x1	70.491
31	69990_x1	70.491
31	78292_x1	70.491
31	61198_x1	71.628
31	19702_x2	72.765
31	59544_x2	72.765
31	12468_x1	72.765
31	62786_x2	72.765
31	21478_x1	72.765
31	9786_x1	72.765
31	63759_x2	72.765
31	57631_x1	72.765
31	43276_x1	72.765
31	73255_x1	72.765
31	5774_x1	72.765
31	46988_x1	73.337
31	64655_x1	73.842
31	46542_x1	73.842
31	51616_x2	73.842
31	49572_x1	73.842
31	457_x1	73.842
31	70261_x1	73.842
31	10765_x1	73.842
31	57590_x1	73.982
31	56327_x1	74.985
31	61553_x1	80.146
32	50409_x1	0
32	70512_x2	2.239
32	54158_x1	5.056
32	7689_x1	5.719
32	58034_x1	5.719
32	77534_x2	5.719
32	72715_x1	5.719
32	57919_x1	5.719
32	77342_x1	5.719
32	1780_x1	5.719
32	57747_x1	5.719
32	71534_x2	6.27
32	9917_x1	6.27
32	40077_x1	6.792
32	60079_x1	7.331
32	60579_x1	8.558
32	11413_x1	9.699
32	14726_x1	9.699
32	19717_x1	9.699
32	52460_x1	10.274
32	65543_x1	10.274
32	47698_x1	10.862
32	5792_x1	10.862
32	6142_x1	11.393
32	61377_x1	12.01
32	49449_x1	12.553
32	8723_x1	12.553
32	22199_x1	12.553
32	1515_x1	12.553
32	57022_x2	12.553
32	60623_x1	12.553
32	15540_x1	12.553
32	48882_x1	13.127
32	12617_x1	13.698
32	68588_x1	13.698
32	67460_x1	14.27
32	60487_x1	17.133
32	46510_x1	17.133
32	69798_x1	17.133
32	16494_x1	17.133
32	67475_x1	17.289
32	53197_x1	17.806
32	72798_x1	19.595
32	54534_x1	25.921
32	45872_x1	25.921
32	54160_x1	25.921
32	68501_x1	32.252
32	58647_x1	32.392
32	81739_x1	32.392
32	57967_x1	32.392
32	68177_x1	32.505
32	25752_x1	33.158
32	55737_x1	37.996
32	70254_x1	38.399
32	64046_x1	38.706
32	19962_x1	41.477
32	54135_x1	41.477
32	42697_x1	45.973
32	5448_x1	46.531
32	17649_x1	48.107
32	54806_x1	48.71
32	43926_x1	49.295
32	21954_x1	49.881
32	4610_x1	50.832
32	56414_x1	53.28
32	62010_x1	53.58
32	50415_x1	54.747
32	38479_x1	55.224
32	55485_x1	55.981
32	12156_x1	56.187
32	24818_x1	59.75
32	65823_x1	60.939
32	64651_x1	66.9
32	6413_x1	66.9
32	31575_x1	66.9
32	47052_x1	66.9
32	4136_x1	66.9
32	59767_x1	66.9
32	44534_x1	66.9
32	20694_x1	66.9
32	7942_x1	67.477
32	56839_x1	68.246
32	70868_x1	68.885
32	47991_x1	68.885
32	28501_x1	70.532
32	55864_x1	71.098
32	6312_x1	71.223
32	57551_x1	71.223
32	41809_x1	71.223
32	56442_x1	71.223
32	45591_x1	71.223
32	41568_x1	71.223
32	Oke_CO1A1-72_x1	71.223
32	84679_x1	71.223
32	77628_x1	71.223
32	65057_x1	71.809
32	3115_x1	75.961
32	10537_x1	77.616
32	21052_x1	77.942
32	76214_x1	78.147
32	70382_x1	78.26
32	16947_x1	78.26
32	70159_x1	78.602
32	51170_x1	80.408
32	58873_x1	80.408
32	65957_x1	84.621
32	55684_x1	88.507
32	62301_x1	89.037
32	73781_x1	89.372
32	56209_x1	89.642
32	57271_x1	89.836
32	52911_x1	89.983
32	25148_x1	91.385
32	12561_x1	91.948
32	40155_x1	99.945
32	32840_x1	100.122
32	64854_x1	100.258
32	23976_x1	100.381
32	63693_x1	100.498
32	18219_x1	100.616
32	46926_x1	100.616
32	71176_x1	102.836
32	74161_x1	102.966
32	7512_x1	103.1
32	31755_x1	103.272
32	58279_x1	103.454
32	64513_x1	103.569
32	15172_x1	105.865
32	2068_x1	105.865
32	58133_x1	107.058
32	11052_x1	107.058
32	66868_x1	107.058
32	9058_x1	108.774
32	658_x1	108.774
32	7978_x1	110.318
32	67071_x1	111.55
32	61622_x1	112.192
32	30796_x1	112.292
32	48520_x1	112.292
32	66725_x1	112.863
32	6717_x1	113.439
32	49543_x1	113.996
32	52272_x1	113.996
32	50048_x1	114.638
32	47262_x1	115.768
32	59111_x1	116.649
32	64893_x1	117.91
32	17395_x1	118.666
32	20430_x1	118.833
32	31004_x1	119.073
32	56489_x1	119.559
32	41505_x1	120.716
32	75277_x1	120.716
32	76438_x1	120.716
32	12042_x1	120.716
32	40979_x1	120.716
32	45068_x1	121.318
32	78794_x1	124.896
32	47137_x1	125.155
32	45568_x1	126.456
32	73288_x1	128.212
32	68216_x1	128.212
32	62939_x1	128.212
32	5456_x1	128.212
32	77894_x1	131.091
32	22781_x1	131.091
32	64059_x1	132.266
32	78160_x1	132.84
32	57521_x1	132.84
32	11769_x1	133.331
32	5421_x1	133.331
32	1034_x1	133.331
32	59189_x1	133.903
32	17674_x1	133.903
32	69777_x1	133.903
32	18294_x1	135.046
32	19817_x1	135.496
32	68409_x1	136.201
32	60956_x1	136.201
32	51186_x1	136.201
32	42820_x1	136.201
32	34427_x1	136.201
32	75877_x1	136.201
32	49943_x1	136.201
32	70508_x1	136.201
32	54836_x1	136.201
32	45455_x1	136.201
32	1425_x2	136.201
32	42264_x1	136.201
32	34824_x1	136.201
32	46666_x1	136.201
32	56754_x1	136.201
32	1607_x1	136.201
32	29565_x1	136.201
32	72793_x1	136.201
32	53633_x1	136.201
32	45744_x1	136.201
32	64806_x1	136.201
32	26129_x1	136.201
32	53380_x2	136.201
32	86521_x1	136.201
32	72758_x1	136.201
32	59739_x1	137.341
32	68947_x1	138.509
32	43344_x1	138.509
33	18316_x1	0
33	42897_x1	0.336
33	41430_x1	0.606
33	25101_x1	0.831
33	2632_x1	1.063
33	13549_x1	1.32
33	19522_x1	1.832
33	50327_x1	4.513
33	16828_x1	5.194
33	57800_x1	5.445
33	2570_x1	7.862
33	39666_x1	12.823
33	4421_x1	13.833
33	40791_x1	14.903
33	68534_x1	15.239
33	64133_x1	15.475
33	53441_x1	15.705
33	53242_x1	15.908
33	15557_x1	16.077
33	26171_x1	16.205
33	59068_x1	16.308
33	76147_x1	16.308
33	46358_x1	16.308
33	48504_x1	16.308
33	68931_x1	16.308
33	62471_x1	16.881
33	18566_x1	26.722
33	28222_x1	32.484
33	12428_x1	33.285
33	44204_x1	33.925
33	7404_x1	34.563
33	74694_x1	35.395
33	72348_x1	41.76
33	55019_x1	41.76
33	63208_x1	44.036
33	69404_x1	44.036
33	62965_x1	44.036
33	10414_x1	44.618
33	66833_x1	45.618
33	50150_x1	46.091
33	78395_x1	46.485
33	8441_x1	46.91
33	16153_x1	47.333
33	76605_x1	47.664
33	53182_x1	47.933
33	19025_x1	48.163
33	53387_x1	48.399
33	10043_x1	48.637
33	3918_x1	48.826
33	65649_x1	48.97
33	8572_x1	48.97
33	14008_x1	51.208
33	57303_x1	51.961
33	4591_x1	52.438
33	29454_x1	52.79
33	58569_x1	52.79
33	18299_x1	52.79
33	53500_x1	52.79
33	2838_x1	56.799
33	55507_x1	56.799
33	8689_x1	56.799
33	43993_x1	56.799
33	43195_x1	56.799
33	46723_x1	56.799
33	2044_x1	57.014
33	77413_x1	58.757
33	63928_x1	58.967
33	61831_x1	59.119
33	58700_x1	59.222
33	13134_x1	59.222
33	55585_x1	59.354
33	23360_x1	59.625
33	64883_x1	59.957
33	2619_x2	60.623
33	2619_x1	61.26
33	49149_x1	61.47
33	40126_x1	63.148
33	54208_x1	63.148
33	1087_x1	64.293
33	74466_x1	65.447
33	60654_x1	65.447
33	282_x1	65.447
33	41934_x2	65.447
33	53244_x2	65.447
33	1011_x1	66.051
33	55020_x1	66.64
33	62854_x1	66.64
33	12330_x1	66.64
33	53104_x1	66.64
33	70004_x1	66.64
33	66278_x1	66.64
33	62116_x1	66.64
33	59020_x2	66.64
33	79071_x1	67.821
33	56276_x1	69.009
33	28633_x1	70.177
33	71559_x1	70.806
33	11998_x1	71.413
33	7299_x1	72.011
33	45794_x1	72.663
33	26307_x1	73.215
33	4597_x1	73.81
33	49686_x1	74.954
33	51590_x1	76.092
33	4647_x1	76.092
33	9064_x1	76.092
33	5174_x1	76.092
33	65253_x2	76.199
33	51030_x1	76.417
33	75661_x1	76.99
33	75981_x2	77.58
33	50899_x1	78.177
33	53769_x1	78.709
33	11968_x1	78.871
33	20044_x1	80.097
33	60894_x2	80.682
33	22472_x1	80.682
33	66309_x1	81.274
33	34803_x1	82.504
33	67775_x1	84.142
33	14929_x1	84.672
33	34705_x1	84.672
33	56770_x1	84.672
33	37153_x1	85.235
33	58471_x1	85.82
33	55618_x1	86.383
33	26270_x1	95.123
34	14913_x1	0
34	59184_x1	1.648
34	12105_x1	1.821
34	85351_x1	1.951
34	53375_x1	1.951
34	8565_x1	1.951
34	64569_x1	2.055
34	48945_x1	2.26
34	59441_x1	2.482
34	61697_x1	3.432
34	10386_x1	4.278
34	35423_x1	4.81
34	51271_x1	5.146
34	43083_x1	5.384
34	22920_x1	5.747
34	42850_x1	6.371
34	30743_x1	6.911
34	50809_x1	7.122
34	15352_x1	7.122
34	60875_x1	7.122
34	60484_x1	7.122
34	40666_x1	7.122
34	78856_x1	7.236
34	57577_x1	7.488
34	48604_x1	7.849
34	45185_x1	8.187
34	69289_x1	8.528
34	56284_x1	8.528
34	18022_x1	11.981
34	59076_x1	12.347
34	441_x1	12.676
34	76707_x1	12.983
34	2279_x1	13.265
34	68328_x1	13.541
34	40293_x1	13.846
34	75559_x1	14.193
34	5247_x1	14.637
34	56197_x1	14.953
34	57660_x1	18.939
34	66413_x1	18.939
34	59575_x1	18.939
34	56315_x1	19.39
34	58381_x1	21.843
34	74941_x1	25.421
34	47035_x1	26.007
34	5306_x1	26.007
34	28826_x1	26.007
34	77697_x1	26.007
34	6070_x1	26.443
34	48425_x1	26.76
34	19199_x1	26.886
34	31782_x1	27.044
34	46516_x1	31.091
34	41931_x1	31.513
34	55837_x1	31.873
34	61387_x1	32.442
34	69642_x1	33.218
34	25668_x1	33.917
34	55150_x1	34.073
34	50506_x1	34.073
34	26400_x1	34.073
34	58002_x1	34.656
34	70200_x1	40.635
34	65652_x1	40.892
34	11075_x1	41.156
34	39484_x1	41.422
34	63764_x1	43.228
34	49030_x1	43.826
34	25530_x1	44.646
34	46078_x1	45.421
34	42799_x1	45.625
34	62792_x1	45.816
34	12188_x1	46.257
34	1293_x1	46.645
34	57859_x1	46.767
34	17827_x1	46.767
34	51015_x1	46.767
34	Oke_U2054-58_x1	47.044
34	Oke_U1016-154_x1	47.912
34	77515_x1	48.981
34	64786_x1	49.551
34	7664_x1	56.061
34	4079_x1	56.754
34	48487_x1	57.202
34	13950_x1	61.627
34	15366_x1	65.528
34	35107_x1	65.826
34	58513_x1	66.137
34	66809_x1	66.596
34	62924_x1	67.113
34	56527_x1	67.577
34	15633_x1	68.325
34	64562_x1	70.565
34	57354_x1	70.565
34	54866_x1	70.565
34	58287_x1	70.936
34	43121_x1	71.212
34	79048_x1	71.39
34	40456_x1	71.39
34	5345_x1	71.39
34	44701_x1	71.39
34	67610_x1	71.532
34	6977_x1	71.644
34	59031_x1	71.759
34	16419_x1	72.01
34	18260_x1	72.219
34	43894_x1	72.219
34	57264_x1	73.938
34	22503_x1	74.375
34	78105_x1	74.602
34	6422_x1	74.795
34	22832_x1	74.98
34	21625_x1	75.166
34	43064_x1	75.293
34	46958_x1	75.293
34	44679_x1	75.417
34	15284_x1	75.548
34	66182_x1	77.258
34	3642_x1	77.258
34	Oke_U510-204_x1	81.474
34	62495_x1	81.75
34	51793_x1	82.014
34	51765_x1	84.042
34	9545_x1	84.042
34	37602_x1	85.918
34	9289_x1	86.72
34	87053_x1	87.767
34	22857_x1	88.399
34	11630_x1	89.372
34	2604_x1	89.555
34	42429_x1	90.538
34	46916_x1	92.332
34	57608_x1	98.095
34	56849_x1	98.095
34	61414_x1	98.095
34	45078_x1	98.095
34	63147_x1	98.731
34	71141_x1	98.948
34	6973_x1	99.229
34	42816_x1	99.509
34	56696_x1	99.952
34	73480_x1	99.952
34	48918_x1	106.236
34	60094_x1	106.236
34	41957_x1	106.236
34	51484_x1	106.236
34	52297_x1	106.236
34	70715_x1	110.204
34	24771_x1	110.204
34	22571_x1	112.004
34	55690_x1	112.109
34	16958_x1	112.109
34	63149_x1	112.109
34	14482_x1	112.109
34	54245_x1	112.109
34	13737_x1	112.24
34	53348_x1	112.482
34	1070_x1	112.831
34	52814_x1	113.532
34	55595_x1	114.641
34	37009_x1	117.51
34	13381_x1	117.51
34	42986_x1	117.51
34	53215_x1	117.51
34	57315_x1	117.51
34	66135_x1	118.082
34	3639_x1	118.082
34	58631_x1	118.082
34	45342_x1	118.082
34	11950_x1	118.082
34	79195_x1	118.082
34	60417_x1	122.667
34	27969_x1	122.832
34	57808_x1	122.969
34	5883_x1	123.077
34	40471_x1	123.077
34	48163_x1	123.077
34	42833_x1	127.664
34	44482_x1	128.314
34	49498_x1	129.476
34	28701_x1	129.476
34	35872_x1	129.476
34	13586_x1	129.476
34	315_x1	129.476
34	46626_x1	129.476
34	61184_x1	129.651
34	281_x1	130.109
34	46390_x1	130.6
34	8672_x1	130.701
34	43635_x1	130.701
34	4393_x1	130.701
34	68431_x1	131.846
34	12232_x2	133.417
34	57405_x1	135.377
34	40500_x1	135.979
34	2127_x1	137.123
34	9617_x1	137.123
34	11051_x1	137.123
34	89112_x1	137.123
34	59752_x1	137.123
34	63207_x1	137.815
34	49402_x1	138.911
34	44076_x1	139.483
34	60360_x1	139.759
34	71196_x1	140.06
34	12342_x1	140.174
34	65240_x1	140.174
34	45667_x1	140.174
34	62786_x1	140.174
34	17181_x1	140.174
34	51402_x1	140.174
34	53773_x1	140.344
34	51616_x1	141.379
34	19702_x1	141.379
34	65313_x1	142.331
34	8185_x1	143.14
34	54083_x1	143.711
34	49328_x1	143.711
34	73255_x2	143.711
34	63759_x1	143.711
34	6795_x1	143.711
34	457_x2	143.711
34	64385_x1	143.711
34	42216_x1	143.711
34	59544_x1	143.711
34	11643_x1	143.711
34	6774_x1	143.711
34	15861_x1	144.854
35	78799_x1	0
35	71816_x1	0.98
35	56619_x1	1.881
35	49553_x1	2.661
35	41214_x1	2.95
35	78671_x1	3.264
35	46550_x1	3.736
35	65729_x1	4.19
35	53106_x1	4.508
35	58337_x1	4.753
35	6039_x1	4.936
35	43795_x1	5.121
35	45389_x1	5.3
35	54518_x1	5.479
35	12382_x1	5.81
35	74244_x1	6.118
35	3451_x1	6.324
35	41399_x1	6.542
35	19952_x1	6.759
35	28489_x1	7.023
35	6461_x1	7.3
35	20296_x1	7.624
35	66780_x1	8.191
35	4291_x1	8.687
35	30265_x1	9.154
35	28779_x1	10.001
35	48529_x1	10.83
35	15684_x1	11.207
35	24691_x1	11.373
35	71676_x1	11.635
35	60979_x1	11.911
35	57397_x1	12.666
35	54325_x1	13.667
35	49440_x1	17.587
35	7156_x1	17.791
35	3464_x1	18.469
35	Oke_APOB-60_x1	20.221
35	11935_x1	20.409
35	49040_x1	20.536
35	15436_x1	20.536
35	47244_x1	20.536
35	55122_x1	20.536
35	51077_x1	20.536
35	29369_x1	20.536
35	68813_x1	20.536
35	64357_x1	20.536
35	43306_x1	20.536
35	17683_x1	20.536
35	48719_x1	20.536
35	30614_x1	20.536
35	45080_x1	20.659
35	26845_x1	20.787
35	62851_x1	20.929
35	70408_x1	21.296
35	1652_x1	21.811
35	22782_x1	22.906
35	34518_x1	23.57
35	13817_x1	24.275
35	62656_x1	24.415
35	79164_x1	24.53
35	41023_x1	24.656
35	Oke_U2042-61_x1	24.777
35	13341_x1	24.883
35	75777_x1	28.051
35	58333_x1	28.338
35	8842_x1	28.636
35	61551_x1	28.994
35	64003_x1	29.344
35	65889_x1	29.633
35	76723_x1	29.916
35	54699_x1	31.278
35	15021_x1	32.958
